DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	8p23.2	8	4168122	CSMD1	CSMD1			64478			rs4395908-C	rs4395908	0	4395908	intron_variant	0	NR	1E-6	6.0	(CHAQ)	0.27	[0.17-0.37] unit decrease	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	8q21.13	8	81976373	SNX16, RALYL	LOC105375928 - LOC105375929	105375928	105375929		126561	132210	rs10113213-T	rs10113213	0	10113213	intergenic_variant	1	NR	3E-6	5.522878745280337	(AJC)	1.99	[1.15-2.83] unit decrease	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	8q21.13	8	81982071	SNX16, RALYL	LOC105375928 - LOC105375929	105375928	105375929		132259	126512	rs7839040-G	rs7839040	0	7839040	intergenic_variant	1	NR	2E-6	5.698970004336019	(LJC)	1.81	[1.07-2.55] unit decrease	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	8q24.21	8	128761289	ADCY8, PVT1	LINC00824 - LINC00977	101927774	728724		196610	455178	rs144444502-A	rs144444502	1	10110365	intron_variant	1	NR	6E-6	5.221848749616356	(LJC)	2.27	[1.29-3.25] unit decrease	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	8q24.21	8	128775730	ADCY8, PVT1	LINC00824 - LINC00977	101927774	728724		211051	440737	rs10956445-C	rs10956445	0	10956445	intron_variant	1	NR	5E-7	6.301029995663981	(AJC)	2.73	[1.67-3.79] unit decrease	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	10q22.3	10	79200216	ZMIZ1	ZMIZ1			57178			rs10128264-C	rs10128264	0	10128264	intron_variant	0	NR	1E-6	6.0	(ParVAS)	1.18	[0.71-1.65] unit decrease	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	10q22.3	10	79201071	ZMIZ1	ZMIZ1			57178			rs2802369-C	rs2802369	0	2802369	intron_variant	0	NR	7E-6	5.154901959985743	(ESR)	9.37	[5.33-13.41] unit decrease	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	11q22.1	11	101900702	ANGPTL5, KIAA1377	ANGPTL5			253935			rs11225055-C	rs11225055	0	11225055	intron_variant	0	NR	1E-6	6.0	(LJC)	3.49	[2.08-4.90] unit decrease	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	12q23.1	12	100990180	ARL1, SPIC, ANO4, ANKS1B	ANO4			121601			rs66861122-G	rs66861122	0	66861122	intron_variant	0	NR	5E-6	5.301029995663981	(ParVAS)	1.82	[1.06-2.58] unit increase	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	12q23.3	12	108324152	STAB2, FICD, CHST11, CMKLR1, BTBD11, CORO1C, SSH, C12orf75, POLR3B, RFX4, NUAK1	CMKLR1			1240			rs11113818-T	rs11113818	0	11113818	intron_variant	0	NR	4E-6	5.3979400086720375	(ParVAS)	1.16	[0.67-1.65] unit increase	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	15q12	15	26558984	GABRB3, GABRG3	GABRB3			2562			rs61996546-C	rs61996546	0	61996546	intron_variant	0	NR	3E-6	5.522878745280337	(PhysVAS)	0.78	[0.47-1.09] unit decrease	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	18p11.31	18	3394451	TGIF1, MYL12B	RPL31P59 - IGLJCOR18	100271480	204777		16204	435	rs6506122-C	rs6506122	0	6506122	regulatory_region_variant	1	NR	5E-6	5.301029995663981	(LJC)	1.82	[1.06-2.58] unit increase	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	22q13.1	22	37283446	C1QTNF6, RAC2, CYTH4, ELFN2	CYTH4			27128			rs10084630-G	rs10084630	0	10084630	intron_variant	0	NR	9E-6	5.045757490560675	(ParVAS)	1.13	[0.64-1.62] unit increase	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
2014-11-08	24709693	Cobb J	2014-04-08	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/24709693	Genome-wide data reveal novel genes for methotrexate response in a large cohort of juvenile idiopathic arthritis cases.	Response to methotrexate in juvenile idiopathic arthritis	694 European ancestry child cases	NA	22q13.1	22	39679395	CACNA1I, APOBEC3B, APOBEC3C, SYNGR1	CACNA1I			8911			rs2294369-A	rs2294369	0	2294369	missense_variant	0	NR	9E-8	7.045757490560675	(AJC)	2.77	[1.77-3.77] unit increase	Illumina [586062]	N	response to methotrexate, chronic childhood arthritis	http://purl.obolibrary.org/obo/GO_0031427, http://www.ebi.ac.uk/efo/EFO_0002609	GCST002408	Genome-wide genotyping array
