Ensembl ID	Entrez ID	TF family	Protein have DBD
ENSMUSG00000038518	16468	ARID	ENSMUSP00000134675;ENSMUSP00000134630;ENSMUSP00000037774;ENSMUSP00000134205;
ENSMUSG00000000282	17428	bHLH	ENSMUSP00000000291;ENSMUSP00000118435;
ENSMUSG00000000435	17877	bHLH	ENSMUSP00000000445;
ENSMUSG00000001156	17119	bHLH	ENSMUSP00000001184;
ENSMUSG00000025025	17859	bHLH	ENSMUSP00000003870;ENSMUSP00000025998;ENSMUSP00000107366;
ENSMUSG00000005373	58805	bHLH	ENSMUSP00000005507;ENSMUSP00000121668;ENSMUSP00000116358;
ENSMUSG00000005718	83383	bHLH	ENSMUSP00000005862;
ENSMUSG00000006642	69852	bHLH	ENSMUSP00000006818;
ENSMUSG00000007805	13345	bHLH	ENSMUSP00000007949;
ENSMUSG00000007872	15903	bHLH	ENSMUSP00000008016;
ENSMUSG00000009248	17173	bHLH	ENSMUSP00000009392;ENSMUSP00000113012;
ENSMUSG00000017801	21428	bHLH	ENSMUSP00000017945;ENSMUSP00000102923;ENSMUSP00000102924;ENSMUSP00000121600;
ENSMUSG00000019789	15214	bHLH	ENSMUSP00000019924;
ENSMUSG00000019913	20464	bHLH	ENSMUSP00000020071;
ENSMUSG00000020052	17172	bHLH	ENSMUSP00000020243;
ENSMUSG00000020538	20787	bHLH	ENSMUSP00000020846;ENSMUSP00000122934;ENSMUSP00000120777;
ENSMUSG00000020644	15902	bHLH	ENSMUSP00000020974;
ENSMUSG00000021379	15904	bHLH	ENSMUSP00000021810;
ENSMUSG00000021485	17121	bHLH	ENSMUSP00000021941;
ENSMUSG00000021575	11624	bHLH	ENSMUSP00000022059;
ENSMUSG00000022346	17869	bHLH	ENSMUSP00000022971;ENSMUSP00000123821;ENSMUSP00000124758;ENSMUSP00000123852;ENSMUSP00000130285;
ENSMUSG00000022463	20788	bHLH	ENSMUSP00000023100;
ENSMUSG00000022528	15205	bHLH	ENSMUSP00000023171;
ENSMUSG00000023781	84653	bHLH	ENSMUSP00000024543;
ENSMUSG00000023990	21425	bHLH	ENSMUSP00000024786;ENSMUSP00000108913;ENSMUSP00000108909;ENSMUSP00000120311;ENSMUSP00000084151;
ENSMUSG00000025128	59058	bHLH	ENSMUSP00000026120;
ENSMUSG00000025930	17681	bHLH	ENSMUSP00000027062;
ENSMUSG00000026459	17928	bHLH	ENSMUSP00000027730;
ENSMUSG00000026735	19213	bHLH	ENSMUSP00000028068;
ENSMUSG00000027794	74434	bHLH	ENSMUSP00000029369;
ENSMUSG00000027967	11924	bHLH	ENSMUSP00000029587;
ENSMUSG00000028417	21350	bHLH	ENSMUSP00000030124;
ENSMUSG00000028717	21349	bHLH	ENSMUSP00000030489;ENSMUSP00000125202;ENSMUSP00000124983;
ENSMUSG00000028940	15206	bHLH	ENSMUSP00000030782;
ENSMUSG00000029553	21426	bHLH	ENSMUSP00000031533;
ENSMUSG00000030001	26910	bHLH	ENSMUSP00000032070;
ENSMUSG00000030103	20893	bHLH	ENSMUSP00000032194;ENSMUSP00000132157;
ENSMUSG00000030256	79362	bHLH	ENSMUSP00000032386;ENSMUSP00000107332;
ENSMUSG00000030544	17292	bHLH	ENSMUSP00000032760;
ENSMUSG00000039830	50913	bHLH	ENSMUSP00000036797;
ENSMUSG00000037621	71093	bHLH	ENSMUSP00000036981;
ENSMUSG00000035951	56787	bHLH	ENSMUSP00000037702;
ENSMUSG00000040289	15213	bHLH	ENSMUSP00000038014;
ENSMUSG00000037235	17122	bHLH	ENSMUSP00000039071;ENSMUSP00000113300;
ENSMUSG00000036816	53404	bHLH	ENSMUSP00000039801;
ENSMUSG00000035799	22160	bHLH	ENSMUSP00000040089;
ENSMUSG00000034701	18012	bHLH	ENSMUSP00000040364;
ENSMUSG00000032744	56198	bHLH	ENSMUSP00000040576;
ENSMUSG00000038932	277353	bHLH	ENSMUSP00000040611;
ENSMUSG00000038255	18013	bHLH	ENSMUSP00000041373;
ENSMUSG00000034161	20289	bHLH	ENSMUSP00000043668;
ENSMUSG00000035158	17342	bHLH	ENSMUSP00000044938;ENSMUSP00000098683;ENSMUSP00000108965;ENSMUSP00000044459;
ENSMUSG00000038193	15111	bHLH	ENSMUSP00000044983;
ENSMUSG00000037169	18109	bHLH	ENSMUSP00000045993;ENSMUSP00000114225;
ENSMUSG00000034041	17095	bHLH	ENSMUSP00000046010;
ENSMUSG00000055116	11865	bHLH	ENSMUSP00000046235;
ENSMUSG00000037335	15110	bHLH	ENSMUSP00000046999;ENSMUSP00000124951;
ENSMUSG00000037984	11922	bHLH	ENSMUSP00000047016;
ENSMUSG00000035923	17878	bHLH	ENSMUSP00000047529;
ENSMUSG00000048904	18014	bHLH	ENSMUSP00000050484;
ENSMUSG00000044243	320522	bHLH	ENSMUSP00000050516;
ENSMUSG00000048001	15208	bHLH	ENSMUSP00000051118;
ENSMUSG00000048015	11923	bHLH	ENSMUSP00000051379;
ENSMUSG00000045680	21412	bHLH	ENSMUSP00000053178;
ENSMUSG00000044312	11925	bHLH	ENSMUSP00000054054;
ENSMUSG00000044597	17870	bHLH	ENSMUSP00000054158;
ENSMUSG00000026077	18143	bHLH	ENSMUSP00000054719;ENSMUSP00000134241;
ENSMUSG00000047171	234219	bHLH	ENSMUSP00000054823;
ENSMUSG00000047002	56184	bHLH	ENSMUSP00000055001;
ENSMUSG00000052271	17341	bHLH	ENSMUSP00000055493;
ENSMUSG00000045591	94222	bHLH	ENSMUSP00000057106;
ENSMUSG00000051251	18071	bHLH	ENSMUSP00000057489;
ENSMUSG00000046518	114712	bHLH	ENSMUSP00000058994;
ENSMUSG00000046160	50914	bHLH	ENSMUSP00000061408;
ENSMUSG00000048540	18072	bHLH	ENSMUSP00000064355;
ENSMUSG00000038342	208104	bHLH	ENSMUSP00000064943;ENSMUSP00000120510;
ENSMUSG00000053477	21413	bHLH	ENSMUSP00000067318;ENSMUSP00000110633;ENSMUSP00000110636;ENSMUSP00000110629;ENSMUSP00000077577;ENSMUSP00000110628;ENSMUSP00000110631;
ENSMUSG00000009471	17927	bHLH	ENSMUSP00000072330;
ENSMUSG00000029238	12753	bHLH	ENSMUSP00000074656;
ENSMUSG00000000134	209446	bHLH	ENSMUSP00000076864;ENSMUSP00000099219;ENSMUSP00000111342;ENSMUSP00000134125;ENSMUSP00000111343;ENSMUSP00000111341;ENSMUSP00000078498;
ENSMUSG00000015709	11864	bHLH	ENSMUSP00000082154;
ENSMUSG00000067071	55927	bHLH	ENSMUSP00000084062;
ENSMUSG00000068079	21407	bHLH	ENSMUSP00000086511;
ENSMUSG00000028946	15207	bHLH	ENSMUSP00000092006;
ENSMUSG00000073043	11921	bHLH	ENSMUSP00000098903;
ENSMUSG00000015522	11863	bHLH	ENSMUSP00000099810;ENSMUSP00000015666;ENSMUSP00000088313;ENSMUSP00000102779;
ENSMUSG00000020167	21423	bHLH	ENSMUSP00000100979;ENSMUSP00000100978;ENSMUSP00000100980;ENSMUSP00000100977;ENSMUSP00000100981;ENSMUSP00000100982;ENSMUSP00000020379;ENSMUSP00000121172;ENSMUSP00000020377;ENSMUSP00000100976;ENSMUSP00000100983;
ENSMUSG00000028654	16918	bHLH	ENSMUSP00000101859;ENSMUSP00000030407;
ENSMUSG00000030543	17293	bHLH	ENSMUSP00000103017;
ENSMUSG00000045493	140489	bHLH	ENSMUSP00000104506;ENSMUSP00000052737;
ENSMUSG00000042745	15901	bHLH	ENSMUSP00000105449;ENSMUSP00000092019;
ENSMUSG00000059436	17187	bHLH	ENSMUSP00000106025;ENSMUSP00000080778;
ENSMUSG00000040187	272322	bHLH	ENSMUSP00000107266;ENSMUSP00000107265;ENSMUSP00000107263;ENSMUSP00000121170;ENSMUSP00000079373;
ENSMUSG00000019256	11622	bHLH	ENSMUSP00000112137;ENSMUSP00000106434;
ENSMUSG00000068284	207806	bHLH	ENSMUSP00000112620;ENSMUSP00000128627;ENSMUSP00000085694;
ENSMUSG00000026641	22278	bHLH	ENSMUSP00000125729;ENSMUSP00000128913;ENSMUSP00000125363;
ENSMUSG00000058239	22282	bHLH	ENSMUSP00000132256;ENSMUSP00000132833;ENSMUSP00000130298;ENSMUSP00000125520;ENSMUSP00000132021;
ENSMUSG00000085111	67341	bHLH	ENSMUSP00000137650;
ENSMUSG00000097918	226439	bHLH	ENSMUSP00000137746;
ENSMUSG00000099032	100039596	bHLH	ENSMUSP00000138827;
ENSMUSG00000032228	21406	bHLH	ENSMUSP00000139365;ENSMUSP00000138925;ENSMUSP00000138978;ENSMUSP00000034755;ENSMUSP00000138832;ENSMUSP00000139364;ENSMUSP00000139334;
ENSMUSG00000031885	12400	CBF	ENSMUSP00000059382;ENSMUSP00000105022;ENSMUSP00000105019;ENSMUSP00000105021;
ENSMUSG00000052435	110794	C/EBP	ENSMUSP00000068927;
ENSMUSG00000056501	12608	C/EBP	ENSMUSP00000069850;
ENSMUSG00000034957	12606	C/EBP	ENSMUSP00000096129;
ENSMUSG00000056216	12611	C/EBP	ENSMUSP00000118588;ENSMUSP00000064963;
ENSMUSG00000040712	216874	CG-1	ENSMUSP00000043792;ENSMUSP00000113847;ENSMUSP00000113667;ENSMUSP00000123602;ENSMUSP00000098493;ENSMUSP00000104184;ENSMUSP00000104185;
ENSMUSG00000014592	100072	CG-1	ENSMUSP00000054804;ENSMUSP00000095381;ENSMUSP00000127916;
ENSMUSG00000022053	13592	COE	ENSMUSP00000022637;ENSMUSP00000135500;ENSMUSP00000135782;
ENSMUSG00000057098	13591	COE	ENSMUSP00000099857;ENSMUSP00000104891;ENSMUSP00000080020;
ENSMUSG00000010476	13593	COE	ENSMUSP00000101724;ENSMUSP00000130334;ENSMUSP00000132563;ENSMUSP00000033378;
ENSMUSG00000053552	228598	COE	ENSMUSP00000105917;ENSMUSP00000105915;ENSMUSP00000133528;ENSMUSP00000105916;ENSMUSP00000134520;
ENSMUSG00000009733	21422	CP2	ENSMUSP00000009877;
ENSMUSG00000022286	252973	CP2	ENSMUSP00000022895;ENSMUSP00000125410;
ENSMUSG00000026380	81879	CP2	ENSMUSP00000027629;
ENSMUSG00000009741	22221	CP2	ENSMUSP00000081946;ENSMUSP00000009885;ENSMUSP00000112192;
ENSMUSG00000020656	195733	CP2	ENSMUSP00000082689;ENSMUSP00000020985;
ENSMUSG00000037188	230824	CP2	ENSMUSP00000101481;
ENSMUSG00000008393	52502	CSD	ENSMUSP00000008537;
ENSMUSG00000018554	53422	CSD	ENSMUSP00000018698;ENSMUSP00000104242;
ENSMUSG00000068823	229663	CSD	ENSMUSP00000029446;
ENSMUSG00000030189	56449	CSD	ENSMUSP00000032309;ENSMUSP00000085172;
ENSMUSG00000042109	105859	CSD	ENSMUSP00000044441;
ENSMUSG00000050966	83557	CSD	ENSMUSP00000050488;ENSMUSP00000135736;
ENSMUSG00000063804	380669	CSD	ENSMUSP00000078361;
ENSMUSG00000028639	22608	CSD	ENSMUSP00000078589;
ENSMUSG00000044434	\N	CSD	ENSMUSP00000137313;
ENSMUSG00000017007	19668	CSL	ENSMUSP00000017151;
ENSMUSG00000039191	19664	CSL	ENSMUSP00000040694;ENSMUSP00000084618;ENSMUSP00000109496;
ENSMUSG00000055053	18029	CTF/NFI	ENSMUSP00000020461;ENSMUSP00000113046;ENSMUSP00000100958;ENSMUSP00000077317;ENSMUSP00000114469;
ENSMUSG00000008575	18028	CTF/NFI	ENSMUSP00000052863;ENSMUSP00000102865;ENSMUSP00000102869;ENSMUSP00000123169;ENSMUSP00000102866;ENSMUSP00000067629;ENSMUSP00000102868;
ENSMUSG00000028565	18027	CTF/NFI	ENSMUSP00000074899;ENSMUSP00000114880;ENSMUSP00000122641;ENSMUSP00000130032;ENSMUSP00000099856;ENSMUSP00000102677;ENSMUSP00000102672;
ENSMUSG00000001911	18032	CTF/NFI	ENSMUSP00000105386;ENSMUSP00000115691;ENSMUSP00000076005;ENSMUSP00000105384;ENSMUSP00000096669;
ENSMUSG00000045518	246086	CUT	ENSMUSP00000053288;
ENSMUSG00000043013	15379	CUT	ENSMUSP00000058020;
ENSMUSG00000042589	13048	CUT	ENSMUSP00000107381;ENSMUSP00000114239;ENSMUSP00000130302;ENSMUSP00000083497;
ENSMUSG00000038331	212712	CUT	ENSMUSP00000110057;ENSMUSP00000046067;ENSMUSP00000135391;
ENSMUSG00000045991	225631	CUT	ENSMUSP00000110798;ENSMUSP00000135692;
ENSMUSG00000023927	20230	CUT	ENSMUSP00000118839;ENSMUSP00000134957;ENSMUSP00000116006;ENSMUSP00000116020;ENSMUSP00000024720;ENSMUSP00000120536;ENSMUSP00000128841;ENSMUSP00000119842;
ENSMUSG00000029705	13047	CUT	ENSMUSP00000135086;ENSMUSP00000004097;ENSMUSP00000135892;ENSMUSP00000135223;ENSMUSP00000135370;
ENSMUSG00000011349	71241	DM	ENSMUSP00000011493;
ENSMUSG00000024837	50796	DM	ENSMUSP00000025755;ENSMUSP00000084803;
ENSMUSG00000042372	240590	DM	ENSMUSP00000046812;
ENSMUSG00000043753	242523	DM	ENSMUSP00000057488;
ENSMUSG00000048138	226049	DM	ENSMUSP00000059654;
ENSMUSG00000047143	242620	DM	ENSMUSP00000060441;
ENSMUSG00000028610	56296	DM	ENSMUSP00000064220;
ENSMUSG00000014859	104394	E2F	ENSMUSP00000015003;
ENSMUSG00000057469	50496	E2F	ENSMUSP00000020908;
ENSMUSG00000018983	242705	E2F	ENSMUSP00000050047;
ENSMUSG00000046179	108961	E2F	ENSMUSP00000056778;ENSMUSP00000112883;
ENSMUSG00000020185	52679	E2F	ENSMUSP00000073453;ENSMUSP00000133494;ENSMUSP00000134039;
ENSMUSG00000027490	13555	E2F	ENSMUSP00000099434;ENSMUSP00000000894;
ENSMUSG00000016477	13557	E2F	ENSMUSP00000100012;
ENSMUSG00000027552	13559	E2F	ENSMUSP00000127877;ENSMUSP00000029069;
ENSMUSG00000038482	21781	E2F	ENSMUSP00000127952;
ENSMUSG00000032411	211586	E2F	ENSMUSP00000128260;ENSMUSP00000136817;ENSMUSP00000034982;ENSMUSP00000132934;ENSMUSP00000137176;
ENSMUSG00000024955	26379	ESR-like	ENSMUSP00000025906;ENSMUSP00000133916;ENSMUSP00000134587;
ENSMUSG00000026610	26381	ESR-like	ENSMUSP00000027906;ENSMUSP00000106564;ENSMUSP00000106563;
ENSMUSG00000031618	110784	ESR-like	ENSMUSP00000034031;ENSMUSP00000105537;ENSMUSP00000105538;ENSMUSP00000105539;ENSMUSP00000118222;
ENSMUSG00000046532	11835	ESR-like	ENSMUSP00000052648;
ENSMUSG00000031870	18667	ESR-like	ENSMUSP00000063562;ENSMUSP00000096584;
ENSMUSG00000024431	14815	ESR-like	ENSMUSP00000095199;ENSMUSP00000120082;ENSMUSP00000111233;ENSMUSP00000111229;ENSMUSP00000025300;
ENSMUSG00000021055	13983	ESR-like	ENSMUSP00000098849;ENSMUSP00000075932;ENSMUSP00000106051;ENSMUSP00000138637;
ENSMUSG00000019768	13982	ESR-like	ENSMUSP00000101215;ENSMUSP00000101214;ENSMUSP00000070070;ENSMUSP00000101213;
ENSMUSG00000021255	26380	ESR-like	ENSMUSP00000105833;ENSMUSP00000105832;ENSMUSP00000131335;ENSMUSP00000112103;ENSMUSP00000021680;
ENSMUSG00000002111	20375	ETS	ENSMUSP00000002180;
ENSMUSG00000003051	13710	ETS	ENSMUSP00000003135;
ENSMUSG00000004359	20728	ETS	ENSMUSP00000004473;ENSMUSP00000118799;
ENSMUSG00000008398	13713	ETS	ENSMUSP00000008542;ENSMUSP00000121754;ENSMUSP00000122324;
ENSMUSG00000008976	14390	ETS	ENSMUSP00000009120;ENSMUSP00000109822;
ENSMUSG00000009406	13712	ETS	ENSMUSP00000009550;
ENSMUSG00000016087	14247	ETS	ENSMUSP00000016231;
ENSMUSG00000017724	18612	ETS	ENSMUSP00000017868;ENSMUSP00000129261;ENSMUSP00000102794;
ENSMUSG00000022895	23872	ETS	ENSMUSP00000023612;
ENSMUSG00000027186	13711	ETS	ENSMUSP00000028609;ENSMUSP00000126941;ENSMUSP00000131940;
ENSMUSG00000032035	23871	ETS	ENSMUSP00000034534;ENSMUSP00000139107;ENSMUSP00000051303;
ENSMUSG00000040857	13875	ETS	ENSMUSP00000041912;ENSMUSP00000112046;
ENSMUSG00000055197	260298	ETS	ENSMUSP00000070878;ENSMUSP00000125067;
ENSMUSG00000030199	14011	ETS	ENSMUSP00000079818;ENSMUSP00000107594;
ENSMUSG00000026436	13714	ETS	ENSMUSP00000083743;ENSMUSP00000027696;ENSMUSP00000118880;
ENSMUSG00000012350	13661	ETS	ENSMUSP00000087961;ENSMUSP00000106807;ENSMUSP00000106805;
ENSMUSG00000037174	69257	ETS	ENSMUSP00000088678;ENSMUSP00000126871;ENSMUSP00000103688;ENSMUSP00000103686;ENSMUSP00000061076;
ENSMUSG00000004151	14009	ETS	ENSMUSP00000093442;ENSMUSP00000125733;ENSMUSP00000124019;ENSMUSP00000125692;ENSMUSP00000125157;ENSMUSP00000125676;ENSMUSP00000124736;
ENSMUSG00000008193	272382	ETS	ENSMUSP00000096084;ENSMUSP00000035539;
ENSMUSG00000006311	14008	ETS	ENSMUSP00000103782;
ENSMUSG00000036461	13709	ETS	ENSMUSP00000106459;ENSMUSP00000046515;
ENSMUSG00000040732	13876	ETS	ENSMUSP00000109477;ENSMUSP00000134930;ENSMUSP00000076949;ENSMUSP00000109479;ENSMUSP00000135568;ENSMUSP00000113723;ENSMUSP00000112698;ENSMUSP00000132766;ENSMUSP00000114072;
ENSMUSG00000024215	30051	ETS	ENSMUSP00000110520;ENSMUSP00000025054;ENSMUSP00000127056;
ENSMUSG00000031103	56501	ETS	ENSMUSP00000110608;ENSMUSP00000118436;ENSMUSP00000033429;
ENSMUSG00000003382	27049	ETS	ENSMUSP00000112915;ENSMUSP00000127419;ENSMUSP00000114047;
ENSMUSG00000013089	104156	ETS	ENSMUSP00000131791;ENSMUSP00000078551;
ENSMUSG00000003154	60611	Fork	head
ENSMUSG00000020950	15228	Fork	head
ENSMUSG00000032998	230700	Fork	head
ENSMUSG00000033713	71375	Fork	head
ENSMUSG00000033837	14106	Fork	head
ENSMUSG00000038415	15220	Fork	head
ENSMUSG00000034227	15223	Fork	head
ENSMUSG00000035451	15375	Fork	head
ENSMUSG00000040891	15377	Fork	head
ENSMUSG00000038402	14238	Fork	head
ENSMUSG00000042002	116810	Fork	head
ENSMUSG00000044518	30923	Fork	head
ENSMUSG00000050295	17300	Fork	head
ENSMUSG00000050397	26927	Fork	head
ENSMUSG00000048377	270004	Fork	head
ENSMUSG00000046714	14234	Fork	head
ENSMUSG00000044167	56458	Fork	head
ENSMUSG00000051490	14237	Fork	head
ENSMUSG00000047861	14233	Fork	head
ENSMUSG00000042903	54601	Fork	head
ENSMUSG00000055210	17301	Fork	head
ENSMUSG00000056493	17425	Fork	head
ENSMUSG00000056829	14240	Fork	head
ENSMUSG00000001517	14235	Fork	head
ENSMUSG00000067261	15221	Fork	head
ENSMUSG00000070990	110805	Fork	head
ENSMUSG00000071665	436240	Fork	head
ENSMUSG00000023991	74123	Fork	head
ENSMUSG00000059246	64290	Fork	head
ENSMUSG00000074676	14239	Fork	head
ENSMUSG00000052135	329934	Fork	head
ENSMUSG00000078302	15229	Fork	head
ENSMUSG00000048756	56484	Fork	head
ENSMUSG00000039275	68837	Fork	head
ENSMUSG00000002057	15218	Fork	head
ENSMUSG00000037025	15376	Fork	head
ENSMUSG00000034998	14236	Fork	head
ENSMUSG00000030067	108655	Fork	head
ENSMUSG00000029563	114142	Fork	head
ENSMUSG00000039521	20371	Fork	head
ENSMUSG00000055874	232077	Fork	head
ENSMUSG00000094504	384244	Fork	head
ENSMUSG00000042812	15227	Fork	head
ENSMUSG00000097084	14241	Fork	head
ENSMUSG00000021362	107889	GCM	ENSMUSP00000021791;
ENSMUSG00000023333	14531	GCM	ENSMUSP00000024104;
ENSMUSG00000063972	14536	GCNF-like	ENSMUSP00000108498;ENSMUSP00000121234;ENSMUSP00000075624;ENSMUSP00000115164;ENSMUSP00000126009;
ENSMUSG00000015942	114674	GTF2I	ENSMUSP00000016086;
ENSMUSG00000060261	14886	GTF2I	ENSMUSP00000049625;ENSMUSP00000133526;ENSMUSP00000133969;ENSMUSP00000134035;ENSMUSP00000133444;ENSMUSP00000080714;ENSMUSP00000133566;ENSMUSP00000133740;ENSMUSP00000134111;ENSMUSP00000134042;ENSMUSP00000106892;ENSMUSP00000134636;ENSMUSP00000133489;ENSMUSP00000133435;ENSMUSP00000134440;
ENSMUSG00000023079	57080	GTF2I	ENSMUSP00000098217;ENSMUSP00000072904;ENSMUSP00000098219;ENSMUSP00000106875;ENSMUSP00000106876;ENSMUSP00000098215;ENSMUSP00000132882;ENSMUSP00000129392;ENSMUSP00000073752;
ENSMUSG00000000567	20682	HMG	ENSMUSP00000000579;
ENSMUSG00000016831	268741	HMG	ENSMUSP00000022766;
ENSMUSG00000024176	20681	HMG	ENSMUSP00000025003;ENSMUSP00000133403;ENSMUSP00000133742;
ENSMUSG00000026098	227099	HMG	ENSMUSP00000027267;ENSMUSP00000119632;
ENSMUSG00000027985	16842	HMG	ENSMUSP00000029611;ENSMUSP00000101948;ENSMUSP00000096211;ENSMUSP00000067808;
ENSMUSG00000032329	66867	HMG	ENSMUSP00000034879;
ENSMUSG00000040489	214105	HMG	ENSMUSP00000037519;
ENSMUSG00000041272	252838	HMG	ENSMUSP00000037966;
ENSMUSG00000033006	20665	HMG	ENSMUSP00000039466;
ENSMUSG00000034518	70823	HMG	ENSMUSP00000045126;ENSMUSP00000105566;
ENSMUSG00000041540	20678	HMG	ENSMUSP00000047567;ENSMUSP00000133041;ENSMUSP00000076403;ENSMUSP00000107377;ENSMUSP00000107378;
ENSMUSG00000041287	20670	HMG	ENSMUSP00000048524;
ENSMUSG00000048686	69317	HMG	ENSMUSP00000059625;
ENSMUSG00000046470	20672	HMG	ENSMUSP00000062759;
ENSMUSG00000054717	97165	HMG	ENSMUSP00000065940;
ENSMUSG00000051910	20679	HMG	ENSMUSP00000072583;ENSMUSP00000129512;ENSMUSP00000102223;ENSMUSP00000126404;ENSMUSP00000129027;
ENSMUSG00000057406	107823	HMG	ENSMUSP00000075210;ENSMUSP00000110039;ENSMUSP00000123460;ENSMUSP00000122310;ENSMUSP00000117233;ENSMUSP00000058940;ENSMUSP00000067205;ENSMUSP00000110041;
ENSMUSG00000027067	20833	HMG	ENSMUSP00000076971;ENSMUSP00000127058;ENSMUSP00000121639;
ENSMUSG00000063632	20666	HMG	ENSMUSP00000078070;
ENSMUSG00000063060	20680	HMG	ENSMUSP00000078597;
ENSMUSG00000066551	15289	HMG	ENSMUSP00000082682;ENSMUSP00000106131;ENSMUSP00000106132;ENSMUSP00000114515;ENSMUSP00000118733;
ENSMUSG00000000782	21414	HMG	ENSMUSP00000084055;ENSMUSP00000104699;
ENSMUSG00000069036	21674	HMG	ENSMUSP00000088717;
ENSMUSG00000024622	106894	HMG	ENSMUSP00000089498;
ENSMUSG00000003923	21780	HMG	ENSMUSP00000090086;ENSMUSP00000101072;ENSMUSP00000120871;ENSMUSP00000113581;
ENSMUSG00000053747	20669	HMG	ENSMUSP00000091310;ENSMUSP00000138239;
ENSMUSG00000070643	20668	HMG	ENSMUSP00000092130;ENSMUSP00000122980;ENSMUSP00000119729;
ENSMUSG00000074607	269389	HMG	ENSMUSP00000096710;ENSMUSP00000105055;ENSMUSP00000126243;
ENSMUSG00000074637	20674	HMG	ENSMUSP00000096755;
ENSMUSG00000037935	57376	HMG	ENSMUSP00000099422;
ENSMUSG00000076431	20677	HMG	ENSMUSP00000100013;
ENSMUSG00000020232	15353	HMG	ENSMUSP00000100960;ENSMUSP00000137861;ENSMUSP00000020454;ENSMUSP00000115459;ENSMUSP00000100961;ENSMUSP00000128807;ENSMUSP00000117322;
ENSMUSG00000043668	244579	HMG	ENSMUSP00000105250;ENSMUSP00000135697;
ENSMUSG00000024985	21416	HMG	ENSMUSP00000107291;ENSMUSP00000118661;ENSMUSP00000107273;ENSMUSP00000107284;ENSMUSP00000050081;ENSMUSP00000119759;ENSMUSP00000107286;ENSMUSP00000107283;ENSMUSP00000107280;ENSMUSP00000042950;ENSMUSP00000123428;ENSMUSP00000107287;ENSMUSP00000107281;
ENSMUSG00000037572	218973	HMG	ENSMUSP00000107421;ENSMUSP00000107422;
ENSMUSG00000042323	66923	HMG	ENSMUSP00000107727;ENSMUSP00000123546;ENSMUSP00000107724;ENSMUSP00000087682;ENSMUSP00000022471;ENSMUSP00000022474;ENSMUSP00000107721;ENSMUSP00000060476;ENSMUSP00000107723;
ENSMUSG00000055799	21415	HMG	ENSMUSP00000109687;ENSMUSP00000069403;
ENSMUSG00000015217	15354	HMG	ENSMUSP00000110232;ENSMUSP00000015361;ENSMUSP00000086260;ENSMUSP00000110229;ENSMUSP00000116937;
ENSMUSG00000025902	20671	HMG	ENSMUSP00000112351;ENSMUSP00000027035;
ENSMUSG00000045179	20675	HMG	ENSMUSP00000115237;
ENSMUSG00000022641	70508	HMG	ENSMUSP00000119238;ENSMUSP00000086821;ENSMUSP00000110132;ENSMUSP00000086826;ENSMUSP00000110121;
ENSMUSG00000061517	223227	HMG	ENSMUSP00000127396;ENSMUSP00000080815;
ENSMUSG00000074502	546118	HMG	ENSMUSP00000129611;ENSMUSP00000126540;ENSMUSP00000096572;
